"";"Sample_fcm";"Sample_seq";"D0.fcm";"D1.fcm";"D2.fcm";"sd.D0.fcm";"sd.D1.fcm";"sd.D2.fcm";"D0";"sd.D0";"D0.bre";"sd.D0.bre";"D0.chao";"sd.D0.chao";"D1";"sd.D1";"D2";"sd.D2"
"1";"CYCLUS1_BEKKEN_-3_B_SYBR_PRECYCLE";6;7868,55555555556;1804,85166279802;1075,80651408169;76,3187759044624;9,77741879049571;6,38011248763079;95,41;3,33362119969116;NA;NA;138,785714285714;10,9326139648739;5,58217873107829;0,0819173389813792;3,45580659170446;0,0450421006530715
"2";"CYCLUS1_BEKKEN_-7_A_SYBR_PRECYCLE";1;8429,66666666667;1859,94047665511;1102,77379254151;60,6168904465365;12,4585085799614;7,36461367132179;101,01;3,82045266766369;NA;NA;182,113636363636;22,1815985500914;6,90992269626618;0,101187585743988;4,86324234392351;0,0419254537136788
"3";"CYCLUS1_BEKKEN_0_6h_SYBR_START";12;7941,33333333333;1764,24155472862;1039,57584130455;60,9304399993839;7,28736768975908;3,90299245340359;113,29;3,87244865503193;NA;NA;304,058823529412;55,5796463586696;5,07012107820639;0,0889318165092637;2,88202327451947;0,0368336168672233
"4";"CYCLUS1_BEKKEN_1_A_SYBR_OPERATION";14;8461,33333333333;1740,46523814096;1048,77115612929;46,6809501950326;6,7339836303224;4,81180324153981;88,28;3,72021504754765;NA;NA;146;16,7332005306815;4,65661331674894;0,0650964811265074;3,09449987434478;0,030802021177812
"5";"CYCLUS1_BEKKEN_1_B_SYBR_OPERATION";15;7768,55555555556;1612,67563482673;963,925838022946;146,920865573072;27,6389403825572;16,7534914750436;142,2;4,42673238359397;NA;NA;437,78125;85,9529023839373;5,43581188559374;0,0992619027029994;2,99156101517288;0,0365943862091175
"6";"CYCLUS1_BEKKEN_14_A_SYBR_OPERATION";27;10205,2222222222;2243,52407303701;1271,58648787627;142,668613693879;13,9088043503507;9,91117161833491;153,78;3,96851243025531;NA;NA;211,3;12,8044523506474;7,5351698791184;0,13120476050726;4,08839054275928;0,0427739976070635
"7";"CYCLUS1_BEKKEN_19_A_SYBR_OPERATION";31;6714,22222222222;1476,87881941125;839,850457488913;67,0737570804625;11,3468520133163;7,26714832655553;73,92;3,62561036310447;NA;NA;123;15,4272486205415;2,18070391638848;0,0373235747450876;1,35543752614316;0,0105728615189738
"8";"CYCLUS1_BEKKEN_2_A_SYBR_OPERATION";16;7743;1622,80870816081;983,861978674044;88,6583120541796;20,3873919082064;11,0658753300717;98,55;3,81484341789153;NA;NA;151,266666666667;12,7129913139335;3,95112889672855;0,0709600596364272;2,44216548722885;0,0266877369323231
"9";"CYCLUS1_BEKKEN_2_B_SYBR_OPERATION";17;7791,22222222222;1622,24766067848;989,701328230234;131,165431308597;21,7972868413557;12,7386784394119;89,64;4,17186342590987;NA;NA;241,264705882353;44,5293220597616;3,61991861386031;0,0539393776280337;2,44075444206784;0,0216554821716257
"10";"CYCLUS1_BEKKEN_20_B_SYBR_OPERATION";34;6741,77777777778;1541,93797727252;864,190471613723;127,533437881121;24,8034763151558;12,8203104402739;99,06;3,77610777110372;NA;NA;267,029411764706;49,2966977671628;1,98529708422398;0,036994231249534;1,27409986128354;0,0101246179511526
