"";"Sample_names";"D0";"D1";"D2";"sd.D0";"sd.D1";"sd.D2"
"CYCLUS1_BEKKEN_22_A_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_22_A_SYBR_POSTCYCLE_rep2.fcs";7915,29;1700,5191280525;962,590598220687;115,012278220258;15,8755925138474;8,44883658909869
"CYCLUS1_BEKKEN_22_A_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_22_A_SYBR_POSTCYCLE_rep3.fcs";7574,49;1705,431925621;971,462855021842;91,864249319473;10,6767658572512;6,16510851167908
"CYCLUS1_BEKKEN_22_B_SYBR_POSTCYCLE_rep1.fcs";"CYCLUS1_BEKKEN_22_B_SYBR_POSTCYCLE_rep1.fcs";7022,49;1572,63416522761;888,779838256236;253,751906794846;59,1788979772745;35,3546478414729
"CYCLUS1_BEKKEN_22_B_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_22_B_SYBR_POSTCYCLE_rep2.fcs";7347,39;1626,44064207645;919,264411009158;89,554102489653;11,4809307248416;5,37565775299369
"CYCLUS1_BEKKEN_22_B_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_22_B_SYBR_POSTCYCLE_rep3.fcs";7322,18;1629,500388801;918,240048362129;104,16986710235;11,9894652103115;6,4232719024143
"CYCLUS1_BEKKEN_23_A_SYBR_POSTCYCLE_rep1.fcs";"CYCLUS1_BEKKEN_23_A_SYBR_POSTCYCLE_rep1.fcs";7338,54;1656,78119898764;926,451929332237;308,417872767491;70,9518350763803;40,1205118030565
"CYCLUS1_BEKKEN_23_A_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_23_A_SYBR_POSTCYCLE_rep2.fcs";7870,76;1750,34466503105;984,350844540847;100,421648436716;12,1437035909084;6,78011315561565
"CYCLUS1_BEKKEN_23_A_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_23_A_SYBR_POSTCYCLE_rep3.fcs";7597,22;1695,52997773879;953,270124980207;97,2963379256248;12,404670513543;7,2541630284763
"CYCLUS1_BEKKEN_23_B_SYBR_POSTCYCLE_rep1.fcs";"CYCLUS1_BEKKEN_23_B_SYBR_POSTCYCLE_rep1.fcs";8229,83;1916,69831269725;1020,79244728014;233,267005940845;57,3764865942315;31,2560071464159
"CYCLUS1_BEKKEN_23_B_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_23_B_SYBR_POSTCYCLE_rep2.fcs";8878,75;2065,62538989445;1112,87364450978;110,83661421437;17,0496406255658;8,49883164007631
"CYCLUS1_BEKKEN_23_B_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_23_B_SYBR_POSTCYCLE_rep3.fcs";8771,1;2006,38893850496;1073,82467017123;105,108842096508;14,4607276121468;7,44276981282885
"CYCLUS1_BEKKEN_24_A_SYBR_POSTCYCLE_rep1.fcs";"CYCLUS1_BEKKEN_24_A_SYBR_POSTCYCLE_rep1.fcs";7649,64;1685,20577745076;952,39653859957;107,903203910456;15,1530707346563;6,9645648039857
"CYCLUS1_BEKKEN_24_A_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_24_A_SYBR_POSTCYCLE_rep2.fcs";7716,92;1712,93720676141;969,306957683903;115,989609426662;17,0353115175804;9,9316042749725
"CYCLUS1_BEKKEN_24_A_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_24_A_SYBR_POSTCYCLE_rep3.fcs";7658,89;1687,941169403;952,833132581181;111,251729756159;11,1057227565952;6,33358887498846
"CYCLUS1_BEKKEN_24_B_SYBR_POSTCYCLE_rep1.fcs";"CYCLUS1_BEKKEN_24_B_SYBR_POSTCYCLE_rep1.fcs";7242,45;1572,8380282507;877,909053263116;146,82542199992;28,3417213058864;15,9112643186472
"CYCLUS1_BEKKEN_24_B_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_24_B_SYBR_POSTCYCLE_rep2.fcs";7602,73;1658,89497574649;930,459912648275;117,702746206902;18,2558265054519;9,92679849348506
"CYCLUS1_BEKKEN_24_B_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_24_B_SYBR_POSTCYCLE_rep3.fcs";7227,63;1578,882681469;881,128431565511;149,320593003609;26,7580278678205;14,3685415922411
"CYCLUS1_BEKKEN_25_A_SYBR_POSTCYCLE_rep1.fcs";"CYCLUS1_BEKKEN_25_A_SYBR_POSTCYCLE_rep1.fcs";7582,99;1666,90645906381;915,61536993467;223,545782941005;49,8364154698793;29,1661218660804
"CYCLUS1_BEKKEN_25_A_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_25_A_SYBR_POSTCYCLE_rep2.fcs";7696,06;1709,45950678511;948,601113482698;98,1590978200619;11,2039652477872;5,93551461064111
"CYCLUS1_BEKKEN_25_A_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_25_A_SYBR_POSTCYCLE_rep3.fcs";7736,02;1690,25555690437;936,291350408571;113,701627965567;13,9387559803034;7,69785194516181
"CYCLUS1_BEKKEN_25_B_SYBR_POSTCYCLE_rep1.fcs";"CYCLUS1_BEKKEN_25_B_SYBR_POSTCYCLE_rep1.fcs";7777,31;1700,5112964175;957,155122373972;102,500228627486;11,1792752075459;6,45917096523046
"CYCLUS1_BEKKEN_25_B_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_25_B_SYBR_POSTCYCLE_rep2.fcs";7597,43;1658,58438848048;940,552326281173;203,215378355084;42,1592989722327;24,2179485192973
"CYCLUS1_BEKKEN_25_B_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_25_B_SYBR_POSTCYCLE_rep3.fcs";7713,22;1691,63225835575;951,618886850846;117,540586585866;12,0933153387269;5,35724302677548
"CYCLUS1_BEKKEN_26_A_SYBR_POSTCYCLE_rep1.fcs";"CYCLUS1_BEKKEN_26_A_SYBR_POSTCYCLE_rep1.fcs";7819,35;1735,4075429538;975,088749109928;135,832366607454;23,3123181315536;12,2692496455942
"CYCLUS1_BEKKEN_26_A_SYBR_POSTCYCLE_rep2.fcs";"CYCLUS1_BEKKEN_26_A_SYBR_POSTCYCLE_rep2.fcs";7318,88;1610,77968636502;904,805113408357;242,763686898942;48,6190879094219;27,4317585277653
"CYCLUS1_BEKKEN_26_A_SYBR_POSTCYCLE_rep3.fcs";"CYCLUS1_BEKKEN_26_A_SYBR_POSTCYCLE_rep3.fcs";7777,58;1771,31910408379;985,927047006209;103,89672222399;10,4009981397662;5,37429420512672
"CYCLUS1_BEKKEN_2_A_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_2_A_SYBR_OPERATION_rep1.fcs";7667,09;1615,1315911929;976,587294298307;147,21845891893;26,6824859969131;16,0297368474373
"CYCLUS1_BEKKEN_2_A_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_2_A_SYBR_OPERATION_rep2.fcs";7585,42;1595,80495420007;965,482033174007;144,183467579443;28,2162635058258;17,5447914092801
"CYCLUS1_BEKKEN_2_A_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_2_A_SYBR_OPERATION_rep3.fcs";8007,61;1669,59339109747;1020,45458392206;113,133325744183;18,9770069981012;11,5880663948716
"CYCLUS1_BEKKEN_2_B_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_2_B_SYBR_OPERATION_rep1.fcs";7762,58;1598,93150808193;972,982132137122;170,292154187378;31,5675335399713;19,3183267851952
"CYCLUS1_BEKKEN_2_B_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_2_B_SYBR_OPERATION_rep2.fcs";7986,23;1670,31868400099;1020,83169690567;130,911864483806;23,296823688196;14,5297196319176
"CYCLUS1_BEKKEN_2_B_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_2_B_SYBR_OPERATION_rep3.fcs";7564,35;1595,77859859561;972,263954751903;253,115232072411;53,4890926054372;32,8372968705124
"CYCLUS1_BEKKEN_3_A_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_3_A_SYBR_OPERATION_rep1.fcs";7683,31;1589,36732875109;969,157514261363;73,0411112962689;7,77457865057132;5,02233243002692
"CYCLUS1_BEKKEN_3_A_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_3_A_SYBR_OPERATION_rep2.fcs";7543,02;1589,33704175595;968,253694716759;92,8093494941935;12,4109379574211;7,4529327675092
"CYCLUS1_BEKKEN_3_A_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_3_A_SYBR_OPERATION_rep3.fcs";7880,41;1609,10672355488;975,976964938155;94,4999700710764;11,80044781433;6,14625037670499
"CYCLUS1_BEKKEN_-3_A_SYBR_PRECYCLE_rep1.fcs";"CYCLUS1_BEKKEN_-3_A_SYBR_PRECYCLE_rep1.fcs";8076,22;1903,48547032077;1155,33378644755;103,590742927165;12,4482731621197;7,23041568068104
"CYCLUS1_BEKKEN_-3_A_SYBR_PRECYCLE_rep2.fcs";"CYCLUS1_BEKKEN_-3_A_SYBR_PRECYCLE_rep2.fcs";7986,96;1872,11065589181;1133,84770363441;132,45238671868;20,3491846851976;12,25461155373
"CYCLUS1_BEKKEN_-3_A_SYBR_PRECYCLE_rep3.fcs";"CYCLUS1_BEKKEN_-3_A_SYBR_PRECYCLE_rep3.fcs";7976,56;1870,15551422519;1138,37438303612;100,963871926266;11,8404434461652;6,78477719919015
"CYCLUS1_BEKKEN_3_B_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_3_B_SYBR_OPERATION_rep1.fcs";7468,5;1592,3737259365;972,476980926281;95,058142760368;12,1411614592046;7,28511861633472
"CYCLUS1_BEKKEN_3_B_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_3_B_SYBR_OPERATION_rep2.fcs";7388,9;1591,86852819082;976,064961450708;75,2342469836172;6,7228600610006;4,20933445225165
"CYCLUS1_BEKKEN_3_B_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_3_B_SYBR_OPERATION_rep3.fcs";7468,68;1595,14083813731;971,730910320287;85,7485023575669;8,56264703197586;4,13904005946804
"CYCLUS1_BEKKEN_-3_B_SYBR_PRECYCLE_rep1.fcs";"CYCLUS1_BEKKEN_-3_B_SYBR_PRECYCLE_rep1.fcs";8018,89;1842,97217073871;1093,05516843032;92,6955367062111;10,1525217994382;6,08235230642253
"CYCLUS1_BEKKEN_-3_B_SYBR_PRECYCLE_rep2.fcs";"CYCLUS1_BEKKEN_-3_B_SYBR_PRECYCLE_rep2.fcs";7887,75;1815,65225899121;1084,71714094986;105,249235223594;11,5556554908516;6,66956233168626
"CYCLUS1_BEKKEN_-3_B_SYBR_PRECYCLE_rep3.fcs";"CYCLUS1_BEKKEN_-3_B_SYBR_PRECYCLE_rep3.fcs";7582,09;1753,71036384574;1048,75513551264;133,099347341098;27,3648174020798;16,8409611354184
"CYCLUS1_BEKKEN_4_A_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_4_A_SYBR_OPERATION_rep1.fcs";8497,46;1759,64042953301;1059,04346441313;99,8024736034821;12,4098789641115;8,14737255226118
"CYCLUS1_BEKKEN_4_A_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_4_A_SYBR_OPERATION_rep2.fcs";7952,71;1670,41830697626;1011,43653727387;438,470235447901;91,8564786869155;55,7180107846275
"CYCLUS1_BEKKEN_4_A_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_4_A_SYBR_OPERATION_rep3.fcs";8407,62;1763,94768243964;1072,06672359384;95,1718042449145;10,7593522876532;5,76560605659863
"CYCLUS1_BEKKEN_4_B_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_4_B_SYBR_OPERATION_rep1.fcs";9598,06;2039,89097379838;1258,11586809309;133,599115402624;12,1391571685071;6,84054979304275
"CYCLUS1_BEKKEN_4_B_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_4_B_SYBR_OPERATION_rep2.fcs";9194,76;1945,02839365768;1208,66098941228;219,590349551527;41,0193016628233;25,514778484898
"CYCLUS1_BEKKEN_4_B_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_4_B_SYBR_OPERATION_rep3.fcs";9225,12;1956,90564640874;1222,77578289609;179,672444951215;35,0555261325261;21,7436922160414
"CYCLUS1_BEKKEN_5_A_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_5_A_SYBR_OPERATION_rep1.fcs";8885,23;1934,09019552432;1148,14384831142;222,834035038899;44,1794718325342;25,8659616492345
"CYCLUS1_BEKKEN_5_A_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_5_A_SYBR_OPERATION_rep2.fcs";8919,77;1946,92721573874;1158,0743255658;133,749566599883;15,8845565164707;9,25169297744431
"CYCLUS1_BEKKEN_5_A_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_5_A_SYBR_OPERATION_rep3.fcs";9242,28;1979,75336685429;1175,57050519609;137,902401441136;18,9180384424462;10,9904079461335
"CYCLUS1_BEKKEN_-5_A_SYBR_PRECYCLE_rep1.fcs";"CYCLUS1_BEKKEN_-5_A_SYBR_PRECYCLE_rep1.fcs";7943,25;1888,91946279098;1149,83851942341;107,873979506392;12,7181071107692;7,34356240297533
"CYCLUS1_BEKKEN_-5_A_SYBR_PRECYCLE_rep2.fcs";"CYCLUS1_BEKKEN_-5_A_SYBR_PRECYCLE_rep2.fcs";8055,26;1845,82796605312;1113,16914874909;132,760635214759;13,0610632972203;6,9042501476109
"CYCLUS1_BEKKEN_-5_A_SYBR_PRECYCLE_rep3.fcs";"CYCLUS1_BEKKEN_-5_A_SYBR_PRECYCLE_rep3.fcs";8103,7;1861,59275696007;1128,10733242355;118,193344426269;14,0893143109459;7,49916311294487
"CYCLUS1_BEKKEN_5_B_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_5_B_SYBR_OPERATION_rep1.fcs";9436,41;2053,07936120505;1198,64836854083;164,320215531514;23,4751549235205;12,4340943635911
"CYCLUS1_BEKKEN_5_B_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_5_B_SYBR_OPERATION_rep2.fcs";9362,17;2099,73516568845;1240,5570486445;166,186584624304;17,0937356527518;9,59473454283032
"CYCLUS1_BEKKEN_5_B_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_5_B_SYBR_OPERATION_rep3.fcs";9056,78;2017,10958433041;1188,99971852297;159,15754090926;26,5908798124194;15,5411961183168
"CYCLUS1_BEKKEN_-5_B_SYBR_PRECYCLE_rep1.fcs";"CYCLUS1_BEKKEN_-5_B_SYBR_PRECYCLE_rep1.fcs";8727,26;1930,392213135;1156,18264637065;159,393079960812;22,9704505069774;13,9467575982451
"CYCLUS1_BEKKEN_-5_B_SYBR_PRECYCLE_rep2.fcs";"CYCLUS1_BEKKEN_-5_B_SYBR_PRECYCLE_rep2.fcs";7913,69;1757,78437535174;1056,67484095781;366,354597088778;79,2221096235782;48,9395189638269
"CYCLUS1_BEKKEN_-5_B_SYBR_PRECYCLE_rep3.fcs";"CYCLUS1_BEKKEN_-5_B_SYBR_PRECYCLE_rep3.fcs";8370,47;1874,80526258669;1126,83410807327;132,913540288111;13,2667698694613;7,24778415755966
"CYCLUS1_BEKKEN_6_A_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_6_A_SYBR_OPERATION_rep1.fcs";9550,45;2157,92382536079;1220,99931041133;165,340320905615;23,1105889289185;12,2770211530868
"CYCLUS1_BEKKEN_6_A_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_6_A_SYBR_OPERATION_rep2.fcs";9498,29;2125,45712850264;1207,66766132806;323,75097347851;66,8627419914372;37,5707501000879
"CYCLUS1_BEKKEN_6_A_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_6_A_SYBR_OPERATION_rep3.fcs";9567,96;2141,97006405162;1216,83589588173;247,227083279868;48,0343450153059;27,0264280715179
"CYCLUS1_BEKKEN_6_B_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_6_B_SYBR_OPERATION_rep1.fcs";9530,13;2148,91166262453;1209,00511716475;171,110139673223;19,6910741183406;9,20012757679836
"CYCLUS1_BEKKEN_6_B_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_6_B_SYBR_OPERATION_rep2.fcs";9366,71;2115,11945168124;1200,78542007335;210,249601303985;41,6189881623809;23,8683638962674
"CYCLUS1_BEKKEN_6_B_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_6_B_SYBR_OPERATION_rep3.fcs";9362,32;2132,06596169466;1204,54060485827;182,432324798302;23,3068219869646;13,0269366188068
"CYCLUS1_BEKKEN_7_A_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_7_A_SYBR_OPERATION_rep1.fcs";10042,8;2251,21053898086;1261,8164088681;184,731965262915;21,3625059529856;11,9319401737152
"CYCLUS1_BEKKEN_7_A_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_7_A_SYBR_OPERATION_rep2.fcs";9819,11;2169,87962010241;1208,10452008668;315,881958997664;58,3879618391082;31,8255335646872
"CYCLUS1_BEKKEN_7_A_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_7_A_SYBR_OPERATION_rep3.fcs";10277,29;2269,76503550665;1261,20652302109;181,584790835098;24,1208750780308;12,9195194637322
"CYCLUS1_BEKKEN_-7_A_SYBR_PRECYCLE_rep1.fcs";"CYCLUS1_BEKKEN_-7_A_SYBR_PRECYCLE_rep1.fcs";8943,53;1939,1763876393;1124,26197890812;117,81670878397;15,4103011343789;7,55806477656015
"CYCLUS1_BEKKEN_-7_A_SYBR_PRECYCLE_rep2.fcs";"CYCLUS1_BEKKEN_-7_A_SYBR_PRECYCLE_rep2.fcs";8233,51;1821,71697905347;1088,83257646797;151,797013252314;24,4828425118313;15,2112589689978
"CYCLUS1_BEKKEN_-7_A_SYBR_PRECYCLE_rep3.fcs";"CYCLUS1_BEKKEN_-7_A_SYBR_PRECYCLE_rep3.fcs";8014;1794,23336334035;1079,87940132972;129,796110508098;13,7383419096238;7,21628211953579
"CYCLUS1_BEKKEN_7_B_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_7_B_SYBR_OPERATION_rep1.fcs";9602,81;2185,36382337606;1219,10146650064;178,065627159645;20,227196463247;10,9333887352781
"CYCLUS1_BEKKEN_7_B_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_7_B_SYBR_OPERATION_rep2.fcs";9409,25;2158,75300218556;1218,92706126284;221,030523738787;31,039515196038;16,9864849372503
"CYCLUS1_BEKKEN_7_B_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_7_B_SYBR_OPERATION_rep3.fcs";8828,34;2004,93864776737;1121,1349338368;394,746567976585;95,3784363946448;53,206199028574
"CYCLUS1_BEKKEN_-7_B_SYBR_PRECYCLE_rep1.fcs";"CYCLUS1_BEKKEN_-7_B_SYBR_PRECYCLE_rep1.fcs";8103,73;1805,31936281557;1061,77128185306;114,930708593386;14,401925056587;7,69058873433375
"CYCLUS1_BEKKEN_-7_B_SYBR_PRECYCLE_rep2.fcs";"CYCLUS1_BEKKEN_-7_B_SYBR_PRECYCLE_rep2.fcs";7707,4;1705,85579697308;1011,05700457526;365,713416530352;80,4723283389673;47,4621034665806
"CYCLUS1_BEKKEN_-7_B_SYBR_PRECYCLE_rep3.fcs";"CYCLUS1_BEKKEN_-7_B_SYBR_PRECYCLE_rep3.fcs";7986,01;1814,72859248965;1085,6787395627;104,601842017889;12,4964921244444;6,54183421187696
"CYCLUS1_BEKKEN_8_A_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_8_A_SYBR_OPERATION_rep1.fcs";9426,77;2113,68076137135;1179,77893357567;184,750984743347;26,0858081245649;14,4903786338396
"CYCLUS1_BEKKEN_8_A_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_8_A_SYBR_OPERATION_rep2.fcs";9731,38;2209,26339373167;1221,79696839415;181,314269274165;29,4595791907324;15,3872837754525
"CYCLUS1_BEKKEN_8_A_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_8_A_SYBR_OPERATION_rep3.fcs";9727,73;2195,67952312238;1223,94703862334;198,523481805762;28,29593551055;13,7804355881903
"CYCLUS1_BEKKEN_8_B_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_8_B_SYBR_OPERATION_rep1.fcs";9351,77;2101,06985934436;1172,32667717776;182,981527742419;22,0854163963075;11,656594506877
"CYCLUS1_BEKKEN_8_B_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_8_B_SYBR_OPERATION_rep2.fcs";9350,43;2106,43833438054;1169,62193123492;204,920248345102;33,5021591809943;18,965438414654
"CYCLUS1_BEKKEN_8_B_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_8_B_SYBR_OPERATION_rep3.fcs";9451,84;2060,95276166504;1137,9506074471;176,162214043096;21,1031672485781;11,4333566507155
"CYCLUS1_BEKKEN_9_A_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_9_A_SYBR_OPERATION_rep1.fcs";9879,59;2255,35326948575;1266,79962610978;193,32351568594;26,746255463363;15,4202108278649
"CYCLUS1_BEKKEN_9_A_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_9_A_SYBR_OPERATION_rep2.fcs";9932,62;2228,80893567669;1247,02444349947;211,040509300126;38,8904598350676;22,7350460587478
"CYCLUS1_BEKKEN_9_A_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_9_A_SYBR_OPERATION_rep3.fcs";9716,78;2191,65106962688;1233,88272708149;195,570317509864;28,4168054035615;16,1820507294473
"CYCLUS1_BEKKEN_9_B_SYBR_OPERATION_rep1.fcs";"CYCLUS1_BEKKEN_9_B_SYBR_OPERATION_rep1.fcs";10463,85;2552,97130678683;1521,02404518451;263,803430606958;47,7031423195468;28,3938248104102
"CYCLUS1_BEKKEN_9_B_SYBR_OPERATION_rep2.fcs";"CYCLUS1_BEKKEN_9_B_SYBR_OPERATION_rep2.fcs";10819,36;2509,88627000457;1414,99202873447;233,290061788523;36,3208470017688;19,9857710604261
"CYCLUS1_BEKKEN_9_B_SYBR_OPERATION_rep3.fcs";"CYCLUS1_BEKKEN_9_B_SYBR_OPERATION_rep3.fcs";10407,96;2359,60352786016;1310,82396873939;212,752947254924;43,1079691492775;25,2725239992843
"CYCLUS2_BEKKEN_0_0h_SYBR_START_rep1.fcs";"CYCLUS2_BEKKEN_0_0h_SYBR_START_rep1.fcs";11119,47;2530,41779729661;1467,40311369109;265,333579069477;48,0032318228702;29,2806295998046
"CYCLUS2_BEKKEN_0_0h_SYBR_START_rep2.fcs";"CYCLUS2_BEKKEN_0_0h_SYBR_START_rep2.fcs";11343,29;2552,4574856771;1473,41459504827;246,050881450618;38,2485454984099;23,0501739731387
"CYCLUS2_BEKKEN_0_0h_SYBR_START_rep3.fcs";"CYCLUS2_BEKKEN_0_0h_SYBR_START_rep3.fcs";10428,94;2384,89949774842;1371,92360868136;478,576990418026;102,03753608024;60,3116087905673
"CYCLUS2_BEKKEN_0_10h_SYBR_START_rep1.fcs";"CYCLUS2_BEKKEN_0_10h_SYBR_START_rep1.fcs";9681,64;2104,57795520606;1206,9348046691;215,283300313655;35,2098702396565;20,8064231032521
"CYCLUS2_BEKKEN_0_10h_SYBR_START_rep2.fcs";"CYCLUS2_BEKKEN_0_10h_SYBR_START_rep2.fcs";9896,08;2189,23731930444;1254,06150177723;142,887373886434;14,8486084832382;8,76813218679962
"CYCLUS2_BEKKEN_0_10h_SYBR_START_rep3.fcs";"CYCLUS2_BEKKEN_0_10h_SYBR_START_rep3.fcs";10155,41;2217,05865015306;1270,99550072938;162,881384306296;16,9872831625845;9,94130755256584
"CYCLUS2_BEKKEN_0_12h_SYBR_START_rep1.fcs";"CYCLUS2_BEKKEN_0_12h_SYBR_START_rep1.fcs";9154,52;2000,01925449275;1115,88886096262;201,562556647866;32,9866953510278;18,072963147566
"CYCLUS2_BEKKEN_0_12h_SYBR_START_rep2.fcs";"CYCLUS2_BEKKEN_0_12h_SYBR_START_rep2.fcs";9220,83;2030,76566926089;1140,94876348057;140,866729409557;14,4979464649321;7,87350568439021
"CYCLUS2_BEKKEN_0_12h_SYBR_START_rep3.fcs";"CYCLUS2_BEKKEN_0_12h_SYBR_START_rep3.fcs";8943,44;2022,92350132879;1141,70805406789;117,737966208308;14,0329052420425;7,37051390346136
"CYCLUS2_BEKKEN_0_14h_SYBR_START_rep1.fcs";"CYCLUS2_BEKKEN_0_14h_SYBR_START_rep1.fcs";9612,24;2035,23199639627;1153,91165767178;157,952947859082;13,9510873854652;6,47614003806362
"CYCLUS2_BEKKEN_0_14h_SYBR_START_rep2.fcs";"CYCLUS2_BEKKEN_0_14h_SYBR_START_rep2.fcs";9249,2;1972,25845588272;1110,76361597466;320,626407099124;66,3502423681807;37,1462385656295
"CYCLUS2_BEKKEN_0_14h_SYBR_START_rep3.fcs";"CYCLUS2_BEKKEN_0_14h_SYBR_START_rep3.fcs";9277,78;2021,10586308926;1135,88912912388;155,705210983039;23,4719235377275;12,1022099566264
"CYCLUS2_BEKKEN_0_2h_SYBR_START_rep1.fcs";"CYCLUS2_BEKKEN_0_2h_SYBR_START_rep1.fcs";12077,3;2733,23022388028;1628,45794120743;281,906478510627;49,9022706882098;29,1372063945612
"CYCLUS2_BEKKEN_0_2h_SYBR_START_rep2.fcs";"CYCLUS2_BEKKEN_0_2h_SYBR_START_rep2.fcs";12043,05;2726,13452388327;1626,17927564784;259,535808432258;47,1536627100063;27,8452668718859
"CYCLUS2_BEKKEN_0_2h_SYBR_START_rep3.fcs";"CYCLUS2_BEKKEN_0_2h_SYBR_START_rep3.fcs";12014,82;2710,21450493228;1627,27759223419;228,738321664691;30,7470107680482;18,7278006258163
"CYCLUS2_BEKKEN_0_4h_SYBR_START_rep1.fcs";"CYCLUS2_BEKKEN_0_4h_SYBR_START_rep1.fcs";11313,59;2701,01451605293;1670,08638085544;568,413405805132;121,237118665125;73,6931935421165
"CYCLUS2_BEKKEN_0_4h_SYBR_START_rep2.fcs";"CYCLUS2_BEKKEN_0_4h_SYBR_START_rep2.fcs";12220,04;2944,86725209151;1840,40168979046;229,42994441428;34,7964914984253;21,1220993149377
"CYCLUS2_BEKKEN_0_4h_SYBR_START_rep3.fcs";"CYCLUS2_BEKKEN_0_4h_SYBR_START_rep3.fcs";12571,38;3013,77077938512;1876,03092765635;222,525439698771;31,4682099572055;19,9875099180106
"CYCLUS2_BEKKEN_0_6h_SYBR_START_rep1.fcs";"CYCLUS2_BEKKEN_0_6h_SYBR_START_rep1.fcs";11735,4;2662,83553533294;1586,92245384431;226,994370953212;18,1298827149821;10,6340864696576
"CYCLUS2_BEKKEN_0_6h_SYBR_START_rep2.fcs";"CYCLUS2_BEKKEN_0_6h_SYBR_START_rep2.fcs";11642,6;2662,1280718637;1589,13134880437;169,625195860483;19,6919183088584;12,8393867871127
"CYCLUS2_BEKKEN_0_6h_SYBR_START_rep3.fcs";"CYCLUS2_BEKKEN_0_6h_SYBR_START_rep3.fcs";11556,02;2652,83568971812;1581,98326008056;204,065001527662;23,7049481215587;14,724227508567
