"Sample";"D0";"sd.D0";"D0.bre";"sd.D0.bre";"D0.chao";"sd.D0.chao";"D1";"sd.D1";"D2";"sd.D2"
"110D2F115";219,43;5,36214754204193;NA;NA;402,516129032258;40,7675864653106;33,0984718846037;0,605775255094859;13,1833216275859;0,272796697948574
"110D2F515";157,99;4,09852153683237;NA;NA;289,038461538462;43,4377415607446;35,6314058906394;0,567197876329107;18,042347537511;0,376245451654316
"110D2F715";182,6;4,48116146560332;NA;NA;291,027777777778;31,4609307923928;34,1258265433737;0,479930778881874;13,6407705544726;0,319009353153751
"110D2F815";209,21;3,88806773437278;NA;NA;260,413793103448;12,2639891013023;47,4153624134572;0,815069549219364;20,0390606431186;0,487839425925709
"110D2F915";220,1;4,43698869582386;NA;NA;436,558823529412;62,2219158539671;48,6749580194193;0,767054587456118;20,3409078281335;0,582230816734166
"110M2F115";188,53;3,9272551907577;NA;NA;232,066666666667;10,2148113232879;28,5886820256233;0,543375736529227;11,6698586473397;0,251907132146579
"110M2F415";164,85;3,74806347304575;NA;NA;194,162162162162;5,99018999425358;35,1220378142963;0,536034873218947;15,7634308020007;0,322391323873885
"110M2F515";172,73;3,25624497130227;NA;NA;201,5;6,13788327610677;34,728626672277;0,564805520560282;15,4415392268669;0,304878555962319
"110M2F715";168,01;3,65561695935657;NA;NA;200,071428571429;7,72883407075702;34,7732699456627;0,485668990979114;17,1616508032157;0,272507119001723
"110S2F115";175,45;3,066189027362;NA;NA;206,347222222222;6,4251591394627;26,8387716257177;0,483577365674845;11,3010343562357;0,239797981518523
"110S2F415";167,18;3,93733745856591;NA;NA;347,8;66,1179552012916;35,0014764136656;0,539339212510421;15,9386839062043;0,325865417839734
"110S2F515";159,17;3,50484513123467;NA;NA;177,882352941176;3,7175901182622;35,6668888746806;0,556422391816917;16,2148666343919;0,341958473949471
"Fa13.BD.MLB.DN.1";340,88;5,57461780181957;NA;NA;452;17,0749979664876;78,4934268473635;1,21102142604167;36,4012445145891;0,707545551120617
"Fa13.BD.MLB.SN.1";301,26;5,94523831194836;NA;NA;423,627272727273;21,3760361763956;57,5799733410506;1,09779842243509;25,3744883769747;0,543785529193427
"Fa13.BD.MM110.DN.1";249,67;4,92582352239068;NA;NA;382,515625;29,6000770000797;36,3100355760469;0,722047151073046;13,0187315152365;0,289533009503425
"Fa13.BD.MM110.SD.1";158,53;4,07865842470959;NA;NA;251,428571428571;25,6130660897705;21,492977793775;0,340588166203686;10,6417551814905;0,179520688360132
"Fa13.BD.MM110.SN.1";151,15;3,56292638773866;NA;NA;244,225;26,2487148494931;20,5870421234396;0,347621972454819;10,1797594100241;0,164374079510105
"Fa13.BD.MM15.DN.1";181,75;4,36786936941603;NA;NA;260,428571428571;17,416188307444;29,5856627255878;0,437787056603338;12,5655250587307;0,246337340175103
"Fa13.BD.MM15.SD.1";165,55;3,97053541920375;NA;NA;242,568181818182;20,8085081868014;20,2763934783449;0,376317085079025;9,21335565120343;0,1507352371181
