;Sample_names;D0;D1;D2;sd.D0;sd.D1;sd.D2;counts;volume;dilution;HNA_counts
214;MLB-915-2_rep1.fcs;16686,35;3749,525418;2311,581802;186,4219378;27,49040144;15,51240005;41756;50,135;10;10595
215;MLB-915-2_rep2.fcs;16497,76;3720,873503;2314,114424;176,3772999;22,05190145;11,98816297;41130;50,114;10;10713
216;MLB-915-2_rep3.fcs;16263,87;3662,422135;2263,951051;185,5241363;22,30260772;14,22567239;39979;50,13;10;10122
217;MLBD2-1015-2_rep1.fcs;14073,76;3238,253557;2029,499256;139,1472674;20,49083737;12,97513756;173117;50,048;2;55045
218;MLBD2-1015-2_rep2.fcs;14563,58;3318,356374;2075,143483;101,0056684;13,75808314;8,520201249;173394;50,164;2;55508
219;MLBD2-1015-2_rep3.fcs;14052,3;3234,724174;2036,376199;266,8247827;58,12624472;35,06301878;167401;50,212;2;50964
220;MLBD2-115-2_rep1.fcs;17046,87;3959,453306;2461,896572;360,1581767;65,40640599;39,35409003;32615;50,035;10;9451
221;MLBD2-115-2_rep2.fcs;17305,85;4034,926103;2506,922443;257,204685;46,32719126;28,13174934;32745;50,013;10;9569
222;MLBD2-115-2_rep3.fcs;17317,08;3972,236039;2464,377367;191,3539045;27,60427985;15,97523219;31924;50,035;10;9350
223;MLBD2-415-2_rep1.fcs;13552,76;3427,817208;2237,498275;167,3938753;25,33205064;16,8425968;45206;50,108;2;16424
224;MLBD2-415-2_rep2.fcs;13755,43;3441,878074;2238,203386;194,2707813;28,43460046;17,59728603;45680;50,111;2;16582
225;MLBD2-415-2_rep3.fcs;13393,2;3344,753128;2187,250974;156,3978351;29,13922891;19,85132641;44224;50,121;2;16132
226;MLBD2-515-DMSO_rep1.fcs;13586,62;2887,07774;1803,040547;110,4729758;15,94874668;9,377107634;163085;50,14;2;79798
227;MLBD2-515-DMSO_rep2.fcs;13855,99;2927,210642;1819,948145;113,7598476;18,22610202;10,72918264;161865;50,21;2;80009
228;MLBD2-515-DMSO_rep3.fcs;13819,34;2901,158468;1808,372383;103,4778286;18,00332104;11,37068239;162015;50,233;2;79100
229;MLBD2-715-2_rep1.fcs;14994,26;3483,164499;2164,926786;96,07453125;15,8918053;10,1524341;147034;50,122;2;44905
230;MLBD2-715-2_rep2.fcs;15024,89;3495,420184;2173,370106;166,4677537;32,11341781;19,53051663;151858;50;2;47083
231;MLBD2-715-2_rep3.fcs;14879,21;3480,589297;2163,587858;117,1676081;21,12761102;13,18953421;148267;50,022;2;44772
232;MLBD2-815_rep1.fcs;15974,25;3499,312018;2100,710377;193,5345544;33,95322476;18,73272252;153515;50,065;2;38417
233;MLBD2-815_rep2.fcs;16115,02;3526,244746;2109,710443;128,8100928;23,78755231;13,86141771;151144;50,101;2;37665
234;MLBD2-815_rep3.fcs;15702,03;3405,864506;2046,481242;179,1051525;34,93052695;19,93375677;151178;50,152;2;37615
235;MLB-D-D_July_rep1.fcs;14593,68;3308,540964;2083,328625;197,0186824;22,80764196;13,27359526;38508;50,023;10;9771
236;MLB-D-D_July_rep2.fcs;14528,84;3259,801071;2054,217962;269,0280944;47,51713911;29,5548087;37850;50,063;10;9543
237;MLB-D-D_July_rep3.fcs;14963,37;3245,221501;2024,793495;194,0285127;24,54680554;14,33285506;37405;50,019;10;9128
238;MLB-D-N_September_rep1.fcs;16098,21;3550,430176;2160,017854;221,8298691;40,01794596;22,76782803;21547;50,046;10;6528
239;MLB-D-N_September_rep2.fcs;15958,97;3489,024047;2131,526352;272,6575702;48,34434006;28,32884345;20891;50,043;10;6072
240;MLB-D-N_September_rep3.fcs;15951,6;3515,250151;2150,369925;203,3457026;31,42942867;19,45859715;21112;50,026;10;6159
241;MLBS1-415-2_rep1.fcs;14859,48;3530,578113;2235,597546;102,8983494;12,24351241;7,711714405;98609;50,104;2;45207
242;MLBS1-415-2_rep2.fcs;14811,58;3508,333817;2205,551423;164,6452679;29,91642818;17,83610091;102321;50,111;2;49388
243;MLBS1-415-2_rep3.fcs;14516,72;3468,457866;2181,97086;159,7492404;32,45704285;20,46316255;102090;50,16;2;49187
244;MLBS2-1015-2_rep1.fcs;14582,1;3334,428375;2083,974709;98,34381043;14,712956;9,661906399;199113;50,177;2;65472
245;MLBS2-1015-2_rep2.fcs;14460,87;3310,863489;2071,008247;125,4858562;21,07685439;12,86460167;195000;50,003;2;63667
246;MLBS2-1015-2_rep3.fcs;14575,21;3341,714997;2090,633436;103,26775;21,7243355;13,96159352;191677;50,1;2;61849
247;MLBS2-115-2_rep1.fcs;16781,3;3841,733852;2396,983425;213,4428933;32,31607545;20,17395173;32200;50,018;10;9303
248;MLBS2-115-2_rep2.fcs;17552,1;4073,159252;2537,896021;177,5946184;24,22292424;14,66622284;31639;50,038;10;9108
249;MLBS2-115-2_rep3.fcs;17391,2;3962,304552;2453,18891;241,3307802;41,92833954;25,23363945;32064;50,039;10;9063
250;MLBS2-515-DMSO_rep1.fcs;13301,43;3214,699543;2082,69934;193,8721986;16,61615934;10,74450745;31731;50,018;2;8317
251;MLBS2-515-DMSO_rep2.fcs;13328,16;3259,726425;2107,923367;177,7552352;25,31284898;17,63136924;30316;50,063;2;8100
252;MLBS2-515-DMSO_rep3.fcs;12863,17;3174,833995;2064,69336;183,4048376;31,3027479;20,84058161;29285;50,052;2;7718
253;MLBS2-715-2_rep1.fcs;13427,54;3237,698685;2060,926451;175,3880788;38,72546815;23,62250781;254455;50,214;2;86994
254;MLBS2-715-2_rep2.fcs;13961,84;3384,41194;2156,046947;79,05958883;10,20749091;7,30075794;257649;50,004;2;88188
255;MLBS2-715-2_rep3.fcs;13661,82;3308,805376;2115,536643;128,4003666;26,23047649;17,12909639;249739;50,015;2;83669
256;MLBS2-815_rep1.fcs;15013,94;3465,438513;2132,680546;335,2960947;71,98632224;42,20675844;38201;50,025;10;10093
257;MLBS2-815_rep2.fcs;14936,73;3381,887858;2071,892654;445,8537572;91,40191455;52,43673683;36490;50,029;10;9515
258;MLBS2-815_rep3.fcs;15884,69;3553,058133;2175,249457;247,1175525;37,69431788;22,15453131;38304;50,008;10;10301
259;MLBS2-915-2_rep1.fcs;18869;4853,08972;3006,322499;527,4167463;141,8989765;86,59409209;48061;50,113;10;14148
260;MLBS2-915-2_rep2.fcs;18154,19;4289,55511;2632,191102;440,6408257;94,93911565;55,50433422;48404;50,127;10;14067
261;MLBS2-915-2_rep3.fcs;16828,82;3912,589424;2402,356389;223,3299584;37,04316249;21,69884111;45350;50,138;10;12796
262;MLB-S-N_September_rep1.fcs;14519,82;3202,585622;1978,505874;204,3552749;35,37094822;20,98271638;22629;50,086;10;6710
263;MLB-S-N_September_rep2.fcs;15722,48;3550,046427;2183,338147;188,2498598;27,847913;16,69685067;22243;50,007;10;6670
264;MLB-S-N_September_rep3.fcs;15530,24;3488,975424;2138,319573;284,5009851;60,78473356;34,72695594;22016;50,048;10;6794
265;MM110-DCMD_July_rep1.fcs;12739,85;3196,446287;2079,17406;228,067391;33,00509908;21,08359567;9799;50,116;10;3890
266;MM110-DCMD_July_rep2.fcs;12739,19;3224,904879;2094,815322;193,6831576;34,75843404;22,43046534;9356;50,135;10;3633
267;MM110-DCMD_July_rep3.fcs;12564,73;3249,796807;2108,37304;188,9649027;31,69709996;19,79992527;9342;50,087;10;3644
268;MM110-D-N_July_rep1.fcs;10970,63;3331,113041;2166,997724;244,7939829;59,25737855;39,00995606;2336;50,007;10;642
269;MM110-D-N_July_rep2.fcs;10716,71;3357,575758;2208,246481;230,0109481;54,1042533;37,3450955;2377;50,172;10;678
270;MM110-D-N_July_rep3.fcs;11310,69;3332,964686;2169,790534;287,4287156;66,43707647;43,35394693;2366;50,205;10;652
271;MM110-D-N_September_rep1.fcs;12133,3;3514,997462;2279,238474;297,0195552;62,04746393;37,92121828;2717;50,146;10;844
272;MM110-D-N_September_rep2.fcs;12852,36;3610,58688;2318,108702;269,5450158;54,089401;33,77721297;2956;50,109;10;943
273;MM110-D-N_September_rep3.fcs;12671,06;3690,843922;2396,075785;291,4167005;63,48103646;40,26054073;2883;50,12;10;950
274;MM110-S-D_April_rep1.fcs;12802,36;3340,049417;2158,462252;252,6488568;32,456971;20,6585622;6960;50,18;10;1883
275;MM110-S-D_April_rep2.fcs;12214,15;3166,458909;2070,57468;440,7233809;97,46343879;60,95769796;4956;50,166;10;1350
276;MM110-S-D_April_rep3.fcs;13132,51;3262,318753;2105,851696;357,0164667;70,40386031;43,04960074;6640;50,08;10;1772
277;MM110-S-D_July_rep1.fcs;12078,14;2942,232136;1756,593659;241,0309515;34,76308141;23,03399969;6613;50,121;10;993
278;MM110-S-D_July_rep2.fcs;12093,41;2971,9318;1783,786615;212,8611771;29,06418249;18,58158238;8606;50,201;10;1345
279;MM110-S-D_July_rep3.fcs;12581,07;2991,662921;1774,508401;204,7948594;30,47429269;18,19286449;8446;50,093;10;1248
280;MM110-S-D_September_rep1.fcs;14016,8;3121,73951;1948,273044;412,5271708;80,41183798;47,28545896;11559;50,191;10;3129
281;MM110-S-D_September_rep2.fcs;14245,62;3186,403468;1976,245293;316,1132255;47,45942293;29,02053976;11115;50,145;10;3070
282;MM110-S-D_September_rep3.fcs;13327,57;3066,787352;1914,570678;267,5793946;41,71209321;24,51845099;11463;50,2;10;3068
283;MM110-S-N_April_rep1.fcs;14365,53;3228,39587;2036,821021;248,7591206;36,16113223;22,49334317;9182;50,176;10;2176
284;MM110-S-N_April_rep2.fcs;13878,95;3156,105734;2004,763253;253,7129283;38,5200477;25,26915761;8727;50,175;10;1970
285;MM110-S-N_April_rep3.fcs;14106,83;3237,336619;2035,367907;246,7098265;39,15285325;25,09669777;8549;50,107;10;2000
286;MM110-S-N_July_rep1.fcs;11977,51;2886,386067;1740,629946;361,715204;70,02359769;41,09684969;8713;50,129;10;1287
287;MM110-S-N_July_rep2.fcs;12526,65;2962,595271;1775,744707;199,2602164;29,81198173;19,51348165;8412;50,002;10;1195
288;MM110-S-N_July_rep3.fcs;12122,28;2932,498394;1778,792435;220,5918156;33,42736406;19,178674;8415;50,124;10;1290
289;MM110-S-N_September_rep1.fcs;13750,32;3270,910677;2055,251999;207,6344826;30,98768718;18,35819852;12270;50,123;10;3429
290;MM110-S-N_September_rep2.fcs;13499,12;3222,531268;2021,591669;192,207079;32,88993496;22,15931002;12149;50,146;10;3413
291;MM110-S-N_September_rep3.fcs;12694,04;3161,110116;1985,406944;240,9407455;39,29642483;24,12002072;12216;50,147;10;3316
292;MM15-D-D_April_rep1.fcs;15770,58;4097,237028;2584,199645;212,1022328;32,69057306;18,86393369;15171;50,08;10;6577
293;MM15-D-D_April_rep2.fcs;15593,5;4063,580837;2567,717938;234,263018;41,35675002;26,63288468;15263;50,053;10;6804
294;MM15-D-D_April_rep3.fcs;15548,85;4048,135914;2580,126841;346,578059;76,31330523;45,44199014;14970;50,216;10;6609
295;MM15-D-N_July_rep1.fcs;12504,07;3017,048747;1922,67024;189,107914;23,20973987;13,96276449;12358;50,123;10;3069
296;MM15-D-N_July_rep2.fcs;12297,68;3010,672398;1915,882915;238,9491252;49,77226465;32,2878646;12481;50,182;10;3071
297;MM15-D-N_July_rep3.fcs;12810,64;3066,957427;1943,964213;200,7909371;25,3832381;15,72556191;12668;50,209;10;3154
298;MM15-D-N_September_rep1.fcs;13918,42;3286,235247;2067,346653;245,1055505;31,91563767;19,32518074;10420;50,123;10;3432
299;MM15-D-N_September_rep2.fcs;13362,74;3261,626231;2075,199161;199,5738197;29,37819547;18,09946387;10121;50,136;10;3383
300;MM15-D-N_September_rep3.fcs;13245,73;3268,397518;2079,151278;224,3148425;28,45702439;17,35186977;10218;50,145;10;3356
301;MM15-S-D_April_rep1.fcs;15235,2;3907,139847;2476,469393;303,6381752;64,74991694;40,12174708;13810;50,147;10;5582
302;MM15-S-D_April_rep2.fcs;15510,23;3987,972831;2537,800263;185,9204161;34,6614769;21,90644017;13346;50,225;10;5221
303;MM15-S-D_April_rep3.fcs;15318,27;3990,144309;2535,408421;205,7114216;37,15327873;25,46225526;13646;50,013;10;5321
304;MM15-S-D_July_rep1.fcs;13147,22;3065,933342;1885,608933;232,9565174;39,83713328;26,09667503;14090;50,162;10;2870
305;MM15-S-D_July_rep2.fcs;13022,59;3112,404211;1920,684649;172,0707568;23,00821842;13,78073248;14012;50,109;10;2797
306;MM15-S-D_July_rep3.fcs;13211,53;3133,089552;1928,753972;205,0702494;26,47320627;17,14535312;13739;50,132;10;2838
307;MM15-S-D_September_rep1.fcs;13752,34;3256,45566;2058,031276;191,9248706;30,07968217;19,1890056;11264;50,123;10;3145
308;MM15-S-D_September_rep2.fcs;13779,61;3344,02051;2084,500382;179,6515648;37,95296613;22,50672149;11633;50,144;10;3290
309;MM15-S-D_September_rep3.fcs;13644,84;3245,62566;2032,305141;187,8895399;30,63501951;19,15656934;11385;50,155;10;3081
310;MM15-S-N_April_rep1.fcs;15866,57;4240,375274;2649,71697;224,5917173;41,86984526;24,917452;13972;50,211;10;5862
311;MM15-S-N_April_rep2.fcs;14892,59;3828,553425;2410,911885;427,3920466;108,6739341;65,98314664;13700;50,092;10;5848
312;MM15-S-N_April_rep3.fcs;15819,18;4196,670596;2633,902671;195,7758655;44,49557732;29,00432299;13771;50,008;10;5861
313;MM15-S-N_July_rep1.fcs;13023,63;3084,237364;1901,007062;256,1282292;45,19713675;27,56784617;15064;50,121;10;3229
314;MM15-S-N_July_rep2.fcs;13227,83;3018,188501;1830,174105;218,958972;38,80252791;23,61498504;14783;50,107;10;3210
315;MM15-S-N_July_rep3.fcs;12898,32;3048,104644;1847,662939;201,7916157;24,65120955;15,09012253;14714;50,155;10;3076
316;MM15-S-N_September_rep1.fcs;13637,22;3334,879202;2093,734902;244,9790583;30,78895956;18,67716065;11618;50,125;10;3410
317;MM15-S-N_September_rep2.fcs;13471,68;3292,994077;2074,440821;264,5992541;46,07312679;28,05234868;11628;50,131;10;3483
318;MM15-S-N_September_rep3.fcs;13554,57;3288,098794;2083,273691;215,0695098;29,73848175;19,85578815;11782;50,139;10;3438
319;MOTE1-714_rep1.fcs;15557,42;3535,931437;2184,400313;173,3427259;23,54871992;14,79561055;53819;50,146;10;16835
320;MOTE1-714_rep2.fcs;15116,14;3502,218844;2167,074443;281,9598087;53,56275737;32,64856609;52977;50,082;10;16509
321;MOTE1-714_rep3.fcs;15312,78;3496,159611;2157,104801;226,7273796;39,02300209;22,15345446;53748;50,088;10;16808
322;MOTE1-715_rep1.fcs;15191,64;3072,828862;1873,605098;197,9383395;22,46035417;12,94695636;36576;50,031;10;8368
323;MOTE1-715_rep2.fcs;14905,32;3043,163745;1867,032476;182,3496408;22,78183946;13,95268411;37906;50,082;10;8459
324;MOTE1-715_rep3.fcs;15419,86;3046,264387;1850,558472;268,6535458;35,54483151;18,86070067;37345;50,056;10;8591
325;MOTE1-914_rep1.fcs;15033,18;3344,421494;2085,853731;272,2424046;39,97268333;22,79112754;33691;50,113;10;9335
326;MOTE1-914_rep2.fcs;15001,78;3325,430796;2065,003731;327,2472756;54,71227821;31,32577575;36212;50,095;10;10389
327;MOTE1-914_rep3.fcs;15614,16;3357,299884;2089,100895;338,1284712;62,11706226;38,12302725;35571;50,027;10;10039
328;MOTE2-515_rep1.fcs;14517,59;3252,981096;2074,330156;192,6288154;27,42721892;17,36345957;30301;50,035;10;11073
329;MOTE2-515_rep2.fcs;14592,53;3255,01978;2093,311074;197,3066349;23,35535121;14,98038524;30864;50,136;10;11472
330;MOTE2-515_rep3.fcs;14155,41;3188,064402;2039,50186;210,5815946;32,71221827;19,25031731;30667;50,068;10;11287
331;MOTE2-915_rep1.fcs;15505,82;3265,759064;1960,906;200,2466348;27,61110258;17,86548895;28293;50,064;10;6941
332;MOTE2-915_rep2.fcs;15115,91;3361,06694;2027,379789;284,6663507;46,96658924;26,63342899;28625;50,047;10;6972
333;MOTE2-915_rep3.fcs;15524,85;3318,26133;2004,275468;189,1768653;25,21382054;14,25842554;28565;50,011;10;7132
334;MOTH1-714_rep1.fcs;15748,42;3506,773092;2127,481974;207,9728605;37,40752525;23,65562612;25259;50,06;10;6463
335;MOTH1-714_rep2.fcs;15733,32;3517,800672;2134,937871;169,320083;26,1496465;15,57093392;24083;50,124;10;6071
336;MOTH1-714_rep3.fcs;16126,1;3562,661552;2151,714113;186,7232869;24,26050682;13,58965941;25178;50,024;10;6334
337;MOTH1-715_rep1.fcs;15294,74;3310,058124;1992,832581;228,4032682;31,75979708;17,99405868;19570;50,138;10;3905
338;MOTH1-715_rep2.fcs;14483,85;3182,652855;1918,74518;252,6565271;44,4121954;25,6832213;19194;50,008;10;3806
339;MOTH1-715_rep3.fcs;14608,53;3233,841148;1957,477573;270,9565717;50,69701397;29,05665315;19739;50,167;10;3963
340;MOTH1-914_rep1.fcs;17071,72;3491,854328;2127,827799;209,9505031;30,88473539;18,07210701;35490;50,086;10;10018
341;MOTH1-914_rep2.fcs;16918,01;3461,058271;2094,462336;177,6209501;20,25467312;11,77167909;35364;50,1;10;9956
342;MOTH1-914_rep3.fcs;17104,89;3546,290199;2146,233302;257,1620915;40,30952116;23,33386401;35067;50,039;10;9762
343;MOTH2-515_rep1.fcs;15510,48;3570,026167;2207,459172;228,9981024;41,34224329;24,04416997;21300;50,082;10;7142
344;MOTH2-515_rep2.fcs;16276,58;3631,432092;2248,194405;243,016073;30,54477322;15,67507717;20526;50,057;10;6880
345;MOTH2-515_rep3.fcs;15887,93;3675,171829;2271,478542;187,2242891;27,2570948;15,14566521;20779;50,131;10;7111
346;MOTH-915_rep1.fcs;18631,6;3718,604119;2098,180563;156,0301706;26,3964439;13,44678722;29267;50,128;10;7282
347;MOTH-915_rep2.fcs;18750,59;3681,477975;2079,808721;190,1992095;28,25703939;15,00932068;28463;50,042;10;6920
348;MOTH-915_rep3.fcs;18289,37;3651,698992;2069,011398;187,0992096;29,5846075;15,4956482;28504;50,068;10;7183
349;MRBH1-715_rep1.fcs;16216,71;3621,917793;2177,404343;233,5645303;41,56578629;24,72915248;11599;50,177;10;3000
350;MRBH1-715_rep2.fcs;14926,7;3400,841542;2064,172228;295,6521468;59,40092297;34,25539612;11377;50,178;10;2980
351;MRBH1-715_rep3.fcs;15876,3;3595,041269;2173,080902;268,4864987;47,1064543;27,22270838;11782;50,143;10;3125
352;MUSDEPE1-epi-deep-514_rep1.fcs;14916,58;3571,158865;2227,121577;222,3229147;27,02319973;17,24453277;22188;50,111;10;11536
353;MUSDEPE1-epi-deep-514_rep2.fcs;15075,71;3522,310609;2163,647976;188,4647327;31,57360934;21,30290327;22627;50,092;10;12641
354;MUSDEPE1-epi-deep-514_rep3.fcs;14843,83;3463,269811;2146,109362;248,9947894;38,77368053;24,2449578;21514;50,11;10;11852
355;MUSDEPH-hypo-deep-514_rep1.fcs;14497,47;3599,228334;2293,942395;199,0078652;27,30338855;17,54525669;15545;50,035;10;7025
356;MUSDEPH-hypo-deep-514_rep2.fcs;14812,93;3621,50362;2295,09603;210,8454964;34,4309561;21,3732495;15799;50,022;10;7166
357;MUSDEPH-hypo-deep-514_rep3.fcs;14765,33;3656,970145;2313,965617;166,0184397;27,75190811;15,3341018;15369;50,005;10;6914
358;MUSINLE1-epi-inlet-514_rep1.fcs;14233,25;3274,932538;2006,938751;251,8604061;57,52011528;35,06503666;27913;50,032;10;16276
359;MUSINLE1-epi-inlet-514_rep2.fcs;14673,55;3324,839911;2029,471168;173,6273366;25,42334118;16,05176278;26707;50,074;10;15374
360;MUSINLE1-epi-inlet-514_rep3.fcs;14923,55;3344,937105;2047,189059;178,7867289;17,76581356;10,03515297;27482;50,123;10;15597
361;MUSINLH1-hypo-inlet-514_rep1.fcs;14606,81;3379,698213;2065,508007;154,4990402;24,83932021;16,33610133;27261;50,019;10;16186
362;MUSINLH1-hypo-inlet-514_rep2.fcs;14166,77;3331,082519;2032,842616;197,4623787;40,43066916;25,99033132;26745;50,191;10;15976
363;MUSINLH1-hypo-inlet-514_rep3.fcs;14426,4;3356,109752;2045,944059;180,5819996;29,01309047;16,88269435;27406;50,1;10;16066
364;Muskegon_April_rep1.fcs;15885,25;4111,38455;2559,518993;220,1078879;42,44339851;24,91007924;18561;50,009;10;9490
365;Muskegon_April_rep2.fcs;16194,97;4141,805484;2571,875657;200,9369696;30,52127645;18,64423547;18216;50,079;10;9334
366;Muskegon_April_rep3.fcs;15407,38;3994,157444;2477,106964;241,3478055;63,96328269;41,41518897;18440;50,103;10;9451
367;MUSOUTE1-epi-outlet-514_rep1.fcs;15053,08;3535,037594;2201,021765;196,9680628;23,33102946;13,61691124;22585;50,146;10;11861
368;MUSOUTE1-epi-outlet-514_rep2.fcs;15564,41;3616,522308;2234,015713;176,0899159;23,34944037;14,5034671;23372;50,077;10;12372
369;MUSOUTE1-epi-outlet-514_rep3.fcs;14667,53;3494,775987;2193,513627;160,4002856;21,87738162;12,61004454;22894;50,044;10;11785
370;MUSOUTH-hypo-outlet-514_rep1.fcs;14071,69;3479,49925;2236,346401;418,5887713;89,20071931;52,86806286;12485;50,156;10;5416
371;MUSOUTH-hypo-outlet-514_rep2.fcs;14742,17;3610,59448;2304,160546;213,6286335;35,17309093;21,72824716;12414;50,173;10;5414
372;MUSOUTH-hypo-outlet-514_rep3.fcs;14401,9;3560,604243;2276,704604;249,9385177;43,50631505;26,58310122;12656;50,178;10;5579
